,total,data,pde
0,0.9966663420200348,0.7227912726998329,0.2738750650989823
1,0.6885584142804145,0.6839565172791481,0.004601895848754794
2,0.6797214874625206,0.6749594914913177,0.004761994753498584
3,0.6730249983072281,0.6663910427689552,0.006633957892190665
4,0.6722488567233086,0.6586372387409211,0.013611618421273307
5,0.6573591884970665,0.636094966828823,0.02126422239583917
6,0.6210345670580864,0.6019231641292572,0.019111404716968535
7,0.6053808534145355,0.582790484726429,0.022590368918608873
8,0.5578422322869301,0.5326782083511352,0.025164024378173052
9,0.5397586265206337,0.5195330211520195,0.020225605799350888
10,0.5267898267507554,0.5074273899197579,0.019362438023090362
11,0.5223704162240028,0.5023994906246663,0.01997092310572043
12,0.512606100589037,0.49665252670645715,0.015953572739381344
13,0.5114827053248883,0.49343195378780363,0.018050751260016113
14,0.5110981428623199,0.4917387706041336,0.019359373541083188
15,0.5117571157217026,0.4907814562320709,0.02097566088894382
16,0.505918820053339,0.48849040061235427,0.017428421583026647
17,0.5010558861494064,0.4849785542488098,0.016077332940185443
18,0.5075082677602768,0.4875746557116509,0.019933611891465263
19,0.49735317260026934,0.4831891332566738,0.014164039752213285
20,0.4977907662093639,0.48297940865159034,0.01481135795940645
21,0.5010758051276207,0.48354998603463173,0.017525819388683885
22,0.4943726851046085,0.48110459595918653,0.013268088619224728
23,0.4953862223029137,0.4807486054301262,0.014637617488624528
24,0.4939207608997822,0.4811121192574501,0.012808642548043281
25,0.49206058427691457,0.4800528654456139,0.01200771850766614
26,0.49650010734796524,0.4816907371580601,0.01480936920735985
27,0.49369261354207994,0.48019219681620595,0.013500416757306084
28,0.4928992189466953,0.48012849405407904,0.012770723549183459
29,0.49216674119234083,0.47989153444766997,0.012275207744678482
30,0.4984012973308563,0.48264054268598555,0.015760755618102848
31,0.49124385565519335,0.48019701153039934,0.01104684537043795
32,0.493237344622612,0.47998211860656737,0.013255226764595136
33,0.49536353528499605,0.4812934012711048,0.014070134215289727
34,0.48958383277058604,0.4789993534982204,0.010584478781092912
35,0.49000158593058585,0.47910295471549036,0.010898631218005904
36,0.4926785686612129,0.47970845595002176,0.012970113173942081
37,0.48801511943340303,0.47868075355887413,0.009334364915266633
38,0.4904256549477577,0.47916739001870157,0.011258264210191556
39,0.4914708599448204,0.47917086839675904,0.012299991507898084
40,0.4892756621539593,0.47899862214922906,0.010277040435466915
41,0.490038653165102,0.478989252448082,0.01104940038814675
42,0.49092216670513156,0.47894877061247826,0.011973396224784666
43,0.4879397305846214,0.4786362947523594,0.009303435297915712
44,0.4931431919336319,0.47984880208969116,0.013294390008086339
45,0.48817416161298754,0.4785422930121422,0.009631868645083159
46,0.487651656717062,0.4784711208939552,0.009180534459301271
47,0.49116968616843226,0.4795214314758778,0.011648254204774276
48,0.4874223129451275,0.47828486159443856,0.00913745114696212
49,0.4877275887131691,0.4783260576426983,0.009401531073963269
